fips,state,county,pct_laccess_pop10,pct_laccess_lowi10,pct_laccess_hhnv10,pct_laccess_child10,pct_laccess_seniors10,pct_diabetes18,class
2020,AK,Anchorage,30.14785441,4.571834923,0.9657646837,7.854032514,2.079894533,8.8,1.0
2050,AK,Bethel,78.01478363,38.56978363,60.87101742,28.63380853,5.036281071,8.0,0.0
2060,AK,Bristol Bay,43.54489164,7.2435252,13.87570264,9.214648184,4.235690525,9.1,1.0
2068,AK,Denali,100.0000007,18.52751868,2.756950855,22.50821481,7.502738229,6.8,0.0
2070,AK,Dillingham,32.56828352,16.51349536,26.80906153,11.5836909,2.558375626,8.2,0.0
2090,AK,Fairbanks North Star,37.14763806,9.978115552,3.167984852,9.87832999,2.38177466,7.9,0.0
2100,AK,Haines,20.70317871,4.890014561,2.015862216,3.933443944,2.327385365,7.3,0.0
2105,AK,Hoonah-Angoon,78.8333137,32.14054668,28.2178692,15.67441868,10.74418604,7.3,0.0
2110,AK,Juneau,32.41617287,6.13461527,2.858341513,8.338973566,2.304003774,6.3,0.0
2122,AK,Kenai Peninsula,20.37849871,5.907287421,3.33756928,5.027764687,2.448888987,8.2,0.0
2130,AK,Ketchikan Gateway,7.68772136,0.8885921939,2.226653352,1.838253829,0.7909773015,8.8,1.0
2150,AK,Kodiak Island,10.41539951,3.697891069,4.97514672,3.017408439,0.7173567106,7.0,0.0
2158,AK,Kusilvak Census Area,66.430852,44.09667337,68.47040458,28.02484273,3.322273273,7.4,0.0
2164,AK,Lake and Peninsula,99.9999996,45.91409345,53.54214107,30.16554246,7.786633924,8.5,0.0
2170,AK,Matanuska-Susitna,22.96278229,5.77279867,2.576472981,6.306636877,1.886819767,8.2,0.0
2180,AK,Nome,53.37196625,35.96923514,43.80599,20.298662,3.159234008,7.8,0.0
2185,AK,North Slope,38.4796783,3.819365775,15.37482702,3.589380088,1.173439206,7.5,0.0
2188,AK,Northwest Arctic,57.45496574,32.33226224,43.67099663,21.52066987,3.269972074,11.6,1.0
2195,AK,Petersburg,4.805863212,1.547702903,5.229349451,1.283170364,0.3964144829,9.2,1.0
2198,AK,Prince of Wales-Hyder,25.01492516,7.838116851,4.630137439,4.524337464,2.82134468,9.3,1.0
2220,AK,Sitka,18.21093133,5.894634222,1.885770239,4.406878295,1.822737144,7.3,0.0
2230,AK,Skagway,0.3099125787,0.09663940491,0.2758939125,0.0,0.07238055063,6.6,0.0
2240,AK,Southeast Fairbanks,29.06925794,9.166466019,4.451256931,6.931446518,3.031013094,8.7,0.0
2261,AK,Valdez-Cordova,27.95429569,10.86389619,5.33708103,6.398834212,2.881388397,6.2,0.0
2275,AK,Wrangell,21.55442949,2.17215184,1.989390832,4.456595019,2.977694159,8.4,0.0
2282,AK,Yakutat,0.3809898357,0.08907819298,3.583096529,0.0,0.09524745893,9.0,1.0
2290,AK,Yukon-Koyukuk,99.99999992,50.08882135,50.17823056,27.77380103,10.18253399,9.9,1.0
4001,AZ,Apache,65.36370909,43.82803865,11.9356936,20.49963974,7.848549497,12.3,1.0
4003,AZ,Cochise,39.30480671,12.33563543,2.959605801,8.671918419,7.686568194,7.8,0.0
4005,AZ,Coconino,30.2461549,13.09584823,2.833944126,8.047439992,3.356048055,6.9,0.0
4007,AZ,Gila,23.90305272,11.54564339,3.529097189,4.975510178,5.654098766,9.0,1.0
4009,AZ,Graham,31.33398516,13.70231863,4.756930031,8.569252654,3.36802762,11.0,1.0
4011,AZ,Greenlee,70.60939238,25.86713666,6.234436143,20.4048757,8.183115236,8.8,1.0
4012,AZ,La Paz,43.32992469,18.94224948,6.697189328,4.377980117,20.98187279,9.9,1.0
4013,AZ,Maricopa,12.89667448,3.667381897,0.7845399686,3.089849113,2.029047185,8.0,0.0
4015,AZ,Mohave,44.14569892,17.25378977,2.446514501,8.196377013,10.68742911,9.4,1.0
4017,AZ,Navajo,33.10885023,18.23207851,7.256422064,9.923974575,3.938095157,11.5,1.0
4019,AZ,Pima,23.68835458,7.261065417,1.235200708,5.110369634,4.488708284,7.6,0.0
4021,AZ,Pinal,17.34842335,4.771033552,2.825873772,3.438949408,4.33184842,11.7,1.0
4023,AZ,Santa Cruz,27.52490419,10.78107553,1.385846046,8.034332383,4.009242723,9.4,1.0
4025,AZ,Yavapai,33.2874608,12.08128562,2.264619041,6.538602802,8.281396547,7.2,0.0
4027,AZ,Yuma,22.35112788,10.52968995,2.048545438,6.2909966,4.236925229,9.5,1.0
5001,AR,Arkansas,22.07058415,7.922580214,2.847599476,4.430774206,4.114527362,10.0,1.0
5003,AR,Ashley,19.86708612,11.29593563,4.163345113,4.759564956,3.221872721,9.9,1.0
5005,AR,Baxter,11.99581779,5.417412457,2.818185842,2.302701311,3.597958201,9.1,1.0
5007,AR,Benton,19.69439445,6.33760408,2.157995281,5.587339613,2.504054023,9.1,1.0
5009,AR,Boone,30.01057894,10.75854712,3.098522293,6.645707078,5.920985514,8.0,0.0
5011,AR,Bradley,10.9022319,4.695199342,2.45215088,2.518618804,2.04004604,8.8,1.0
5013,AR,Calhoun,65.34407711,31.88214547,3.837950888,13.77810258,12.21379713,6.8,0.0
5015,AR,Carroll,8.595425926,4.054455867,2.017591592,2.188032022,1.396942645,6.5,0.0
5017,AR,Chicot,5.098911596,2.948822275,3.902284263,1.268174713,0.8757709436,7.6,0.0
5019,AR,Clark,9.14315047,3.912026831,3.770923359,1.849273024,1.723672877,10.4,1.0
5021,AR,Clay,10.4184871,5.026389121,2.18954349,2.088064596,2.595056443,7.6,0.0
5023,AR,Cleburne,13.65534521,4.828485801,3.148152116,3.081557856,2.816258802,8.4,0.0
5025,AR,Cleveland,24.50199472,8.802406468,3.675873319,5.841416871,4.282018058,8.5,0.0
5027,AR,Columbia,17.94562472,7.383176757,3.988491377,2.67978033,2.744103085,13.6,1.0
5029,AR,Conway,21.16140836,9.387720081,5.187465578,5.227980309,3.605450738,9.4,1.0
5031,AR,Craighead,25.01992385,10.29967191,2.705248782,6.332022331,2.47760626,11.1,1.0
5033,AR,Crawford,21.10029818,9.612168704,3.261111331,5.668854451,2.603403097,10.7,1.0
5035,AR,Crittenden,12.02525227,4.393326087,2.743693303,3.389648734,1.226437452,12.7,1.0
5037,AR,Cross,16.49207295,7.914343972,4.135575538,4.149572615,2.65220676,10.9,1.0
5039,AR,Dallas,18.80702234,9.761683868,6.718720727,4.144173659,3.260420725,9.6,1.0
5041,AR,Desha,30.21340131,15.90087081,6.427063802,7.815481262,4.934152994,8.8,1.0
5043,AR,Drew,19.04793434,7.395063376,3.236873798,3.986436169,2.679358327,10.3,1.0
5045,AR,Faulkner,25.3354439,9.075142413,3.074735737,5.476658262,2.095835757,10.3,1.0
5047,AR,Franklin,10.44710184,5.560227612,3.898358568,2.391943676,1.432926611,8.8,1.0
5049,AR,Fulton,18.94785192,9.298290461,2.481563519,4.424802274,3.975873003,7.1,0.0
5051,AR,Garland,31.5152154,11.52825453,3.461200354,6.81627425,7.129987119,10.2,1.0
5053,AR,Grant,11.87738791,4.04451328,3.004154826,3.024068619,1.718417032,9.0,1.0
5055,AR,Greene,22.0622799,8.266471099,3.102588427,6.026701634,3.042572696,9.8,1.0
5057,AR,Hempstead,24.48189867,10.5990309,3.250086538,6.231230786,4.317583623,10.6,1.0
5059,AR,Hot Spring,18.28689403,8.63914139,2.458176212,4.295005834,3.151303035,10.5,1.0
5061,AR,Howard,14.70633792,7.332938357,2.504468171,3.533906832,2.982466429,8.0,0.0
5063,AR,Independence,18.68287629,7.765735893,3.074404176,4.524150894,2.818823409,7.6,0.0
5065,AR,Izard,5.915955073,2.650889358,2.795257766,1.424556205,1.131357944,9.0,1.0
5067,AR,Jackson,13.79417844,8.555724861,4.50580284,3.517348756,1.923009182,8.3,0.0
5069,AR,Jefferson,17.02871569,6.868046952,1.997273754,3.301418443,2.690790031,11.9,1.0
5071,AR,Johnson,9.079602613,4.363783918,2.960851062,2.030531303,1.58565153,9.6,1.0
5073,AR,Lafayette,21.10786747,8.877386187,8.730248077,5.479654373,3.716163491,8.1,0.0
5075,AR,Lawrence,25.2468503,13.09281255,2.177383722,5.969437295,4.433150732,9.3,1.0
5077,AR,Lee,31.42302305,15.84247311,9.513586771,7.04308049,5.167482562,10.0,1.0
5079,AR,Lincoln,34.33329472,20.63181268,9.414195028,2.689035705,1.799598734,9.6,1.0
5081,AR,Little River,6.553645475,3.5518669,4.64910645,1.72518401,0.9081853779,8.5,0.0
5083,AR,Logan,13.75091609,6.836103118,2.750036133,3.340358437,2.366405757,7.7,0.0
5085,AR,Lonoke,19.04327361,6.342031809,2.463168994,5.441748789,2.150874318,9.7,1.0
5087,AR,Madison,26.10979767,11.98001128,3.072301233,5.613953222,4.461828105,9.1,1.0
5089,AR,Marion,13.54336579,5.500449333,1.933445228,2.170512323,3.286990817,8.0,0.0
5091,AR,Miller,25.25013973,9.878698286,2.317564535,6.056792932,3.48211523,10.4,1.0
5093,AR,Mississippi,12.9129579,6.876866992,3.882863595,3.774990315,1.417760999,14.9,1.0
5095,AR,Monroe,12.5199122,6.246559007,5.686292528,2.706294763,2.519209602,8.2,0.0
5097,AR,Montgomery,23.55457289,9.857647806,3.856879772,4.891671882,5.075621016,7.9,0.0
5099,AR,Nevada,26.38365578,10.85166496,4.779220482,5.887408501,5.597491509,9.6,1.0
5101,AR,Newton,35.2911202,15.17745817,7.11601913,7.325172896,6.758757507,9.7,1.0
5103,AR,Ouachita,28.13439925,15.43100447,5.320786413,6.385817609,4.739227151,11.1,1.0
5105,AR,Perry,10.60318096,5.169892861,3.83701015,2.347913941,1.922276085,8.9,1.0
5107,AR,Phillips,36.96119237,24.05540053,9.309578221,10.20039786,5.940249609,13.6,1.0
5109,AR,Pike,19.49343402,9.118749329,4.134438117,4.224474093,3.882616804,10.0,1.0
5111,AR,Poinsett,11.37709652,5.482350352,2.439835189,2.824510404,1.745017796,11.7,1.0
5113,AR,Polk,36.84237776,18.84879622,2.60956472,9.245437446,6.250479814,8.6,0.0
5115,AR,Pope,14.15994725,5.908888868,2.29550935,2.984530924,1.600708983,11.5,1.0
5117,AR,Prairie,6.140059081,1.603050892,4.332067956,1.479490032,1.015416694,7.7,0.0
5119,AR,Pulaski,30.56268833,10.11942942,2.663708049,7.458858098,3.603389624,10.8,1.0
5121,AR,Randolph,30.66436697,14.17265879,3.607486465,7.12013959,6.020755922,11.0,1.0
5123,AR,St. Francis,30.2447463,14.66687434,10.0823864,6.303050155,3.077933013,8.7,0.0
5125,AR,Saline,22.42279639,6.154961372,3.026374027,5.699050512,3.379141266,7.7,0.0
5127,AR,Scott,17.84182615,7.411013477,2.891137681,4.057581064,3.685652302,9.5,1.0
5129,AR,Searcy,33.26074963,19.12849033,6.368814115,6.702434855,6.506876312,11.0,1.0
5131,AR,Sebastian,14.30455514,5.294279601,1.367955212,3.430000925,1.833404806,11.7,1.0
5133,AR,Sevier,33.93474541,19.8569708,3.518184163,10.30162886,4.35162825,9.2,1.0
5135,AR,Sharp,20.67817836,8.833366202,4.012839994,3.741109494,6.442812371,11.4,1.0
5137,AR,Stone,24.49120092,12.35956711,5.641885624,5.45877603,4.590568679,8.6,0.0
5139,AR,Union,21.69830182,11.18941594,4.72783941,5.302716928,3.73382632,10.4,1.0
5141,AR,Van Buren,12.85578557,6.487081966,5.60986027,2.672685219,2.452799804,9.1,1.0
5143,AR,Washington,19.91554346,7.299587997,1.714083225,5.230630943,1.708547816,9.9,1.0
5145,AR,White,14.30292762,5.799070862,3.017882247,3.606648391,1.950006207,11.9,1.0
5147,AR,Woodruff,5.328619575,2.457833655,7.945049244,0.9871299586,1.054666307,8.5,0.0
5149,AR,Yell,7.529794906,3.482367066,2.788101133,1.48696129,1.54962481,9.5,1.0
6001,CA,Alameda,10.62225976,1.604128383,0.4493250011,2.542948821,1.157169396,6.6,0.0
6003,CA,Alpine,55.54007958,12.98823421,1.464564258,9.707994699,8.647965898,7.3,0.0
6005,CA,Amador,12.49745794,3.150091993,2.509057974,0.9243003029,1.436505061,8.3,0.0
6007,CA,Butte,22.15873432,7.219096294,2.09568849,4.775616777,4.348321984,8.9,1.0
6009,CA,Calaveras,8.572989522,2.147078151,2.234942225,1.909729239,1.36349368,7.2,0.0
6011,CA,Colusa,8.268281955,2.682317731,1.824761944,1.894268269,1.661645776,7.1,0.0
6013,CA,Contra Costa,19.63936397,2.703588012,0.7864877807,4.568306697,2.991315402,7.6,0.0
6015,CA,Del Norte,27.10749168,10.21732244,2.657574353,6.251359362,3.823785003,8.1,0.0
6017,CA,El Dorado,27.92789125,4.752817828,1.522803357,6.856359719,3.819419327,6.4,0.0
6019,CA,Fresno,12.21254977,5.452083783,1.245155469,3.804549788,1.0938292,9.6,1.0
6021,CA,Glenn,12.91099104,5.338263353,2.79501403,3.499093476,1.637761079,7.0,0.0
6023,CA,Humboldt,16.3258577,6.502850074,1.635320898,3.2690144,2.451716888,7.4,0.0
6025,CA,Imperial,16.14699528,8.04700349,1.855711435,3.517433205,1.511294441,9.5,1.0
6027,CA,Inyo,41.13536733,10.77763596,2.174332574,8.085193457,8.205798313,7.1,0.0
6029,CA,Kern,15.25257904,5.404176247,1.065651076,4.266728381,1.344795002,10.5,1.0
6031,CA,Kings,21.39694941,5.640467801,1.116508331,4.677350612,0.9662198868,10.5,1.0
6033,CA,Lake,17.60234522,7.733389599,2.773349729,3.703126024,3.312350625,8.2,0.0
6035,CA,Lassen,48.30437547,29.7211497,1.778210859,5.154855421,3.548394998,7.7,0.0
6037,CA,Los Angeles,6.24792472,1.419437314,0.2246795534,1.524116428,0.8038098968,9.1,1.0
6039,CA,Madera,19.82276297,7.533121558,1.720912011,5.536282817,1.673460238,9.4,1.0
6041,CA,Marin,16.40030773,1.976600918,0.5053313305,3.107661506,2.837880205,6.0,0.0
6043,CA,Mariposa,17.29098374,5.920276932,3.308578408,2.485607032,2.340326843,7.4,0.0
6045,CA,Mendocino,18.00113562,7.483601001,2.077412027,3.94637542,2.542565949,8.3,0.0
6047,CA,Merced,14.30604459,5.504610526,1.615926823,4.715310622,1.253060083,11.3,1.0
6049,CA,Modoc,35.75302967,14.99259642,3.112282633,6.761104517,8.326356975,7.5,0.0
6051,CA,Mono,47.97131742,8.151813033,3.126376516,9.635272204,6.521317771,6.8,0.0
6053,CA,Monterey,11.91203993,3.117996712,0.9169075561,2.969703034,1.512440953,8.2,0.0
6055,CA,Napa,14.14266699,2.644000259,0.9685759156,2.867726397,3.037006653,7.5,0.0
6057,CA,Nevada,23.93614616,5.342882286,1.653485239,4.709419937,4.716871646,5.1,0.0
6059,CA,Orange,7.327899242,0.9580607064,0.288571331,1.703298271,1.08297326,8.0,0.0
6061,CA,Placer,15.2128237,2.239395567,0.9387177942,3.637229745,2.564874868,6.0,0.0
6063,CA,Plumas,7.685524702,1.784106501,1.662454042,1.430236094,1.491452705,6.9,0.0
6065,CA,Riverside,19.81973274,6.178630951,0.9643339592,5.390445604,2.519232812,9.6,1.0
6067,CA,Sacramento,13.40904786,3.660329803,0.7627208589,3.31772062,1.574528254,8.9,1.0
6069,CA,San Benito,17.66431369,2.976676622,0.4822927996,4.727784129,2.113364992,7.8,0.0
6071,CA,San Bernardino,22.31091595,7.462555844,1.267885846,6.273590279,2.199865942,11.1,1.0
6073,CA,San Diego,14.75500337,2.727386047,0.4579528016,3.236611444,1.906730918,7.8,0.0
6075,CA,San Francisco,3.314855428,1.37728193,0.4408803883,0.7620260975,0.3476786757,6.6,0.0
6077,CA,San Joaquin,11.37874379,3.583041513,0.6057774235,3.353274797,0.9302438241,9.9,1.0
6079,CA,San Luis Obispo,17.05369486,3.989261326,1.10505804,3.39688991,2.897657241,7.8,0.0
6081,CA,San Mateo,11.50350037,1.533712835,0.3273384791,2.664664001,1.713832322,7.4,0.0
6083,CA,Santa Barbara,13.79199028,2.95770495,0.7356756201,3.048609921,2.28651941,6.8,0.0
6085,CA,Santa Clara,9.546311286,1.266009996,0.3341274854,2.360180591,1.204471658,8.3,0.0
6087,CA,Santa Cruz,16.15218701,4.035085692,0.8545008754,2.942700028,1.862540217,5.7,0.0
6089,CA,Shasta,23.05561648,7.41295986,2.014062477,5.150179966,4.264610638,8.0,0.0
6091,CA,Sierra,88.117997,21.44273573,4.437641929,15.73507124,18.32266902,6.9,0.0
6093,CA,Siskiyou,19.57463289,8.444224914,3.257174911,3.730505713,4.14627795,6.6,0.0
6095,CA,Solano,22.3832169,4.068232377,1.079700411,5.438433217,2.342492812,8.1,0.0
6097,CA,Sonoma,16.4182066,3.823031471,1.017521634,3.370801746,2.707291204,7.8,0.0
6099,CA,Stanislaus,13.40998273,4.823790834,1.121852247,3.926594939,1.327036663,9.4,1.0
6101,CA,Sutter,35.26937707,10.43895967,1.196620022,10.13368734,4.141215422,9.6,1.0
6103,CA,Tehama,15.70601185,8.129370901,1.963449009,3.632527423,2.742228128,7.7,0.0
6105,CA,Trinity,16.81663539,6.832989184,1.225140449,2.33647002,3.736611047,6.9,0.0
6107,CA,Tulare,14.2989768,8.05591299,1.752229327,4.794514756,1.347459484,10.2,1.0
6109,CA,Tuolumne,28.00537288,8.690008969,2.398219348,5.756344915,5.290779397,6.7,0.0
6111,CA,Ventura,15.45978741,2.468680696,0.5505147419,3.805880705,2.078534158,7.6,0.0
6113,CA,Yolo,9.397743241,2.345370766,0.5911078596,2.201760759,1.100774941,7.8,0.0
6115,CA,Yuba,20.77202787,11.84080023,1.680452867,6.797370765,1.635283261,8.0,0.0
8001,CO,Adams,14.88800421,4.530165918,0.7158032081,4.220886277,1.199135988,7.7,0.0
8003,CO,Alamosa,6.629492393,2.714642564,1.768926889,1.886851995,0.8811833294,8.1,0.0
8005,CO,Arapahoe,17.00350125,3.53882185,0.6769524712,4.392036017,1.848125637,7.1,0.0
8007,CO,Archuleta,22.68510009,7.740627043,1.441498565,4.549467186,3.823739822,5.6,0.0
8009,CO,Baca,25.21711998,8.348911683,0.7794249618,5.323808968,5.20228336,7.6,0.0
8011,CO,Bent,25.69054192,12.65547028,2.186837454,4.350918134,2.754675024,7.4,0.0
8013,CO,Boulder,15.56967544,2.842224929,0.5664559514,3.927944169,1.552965806,5.5,0.0
8014,CO,Broomfield,14.99601043,1.280918486,0.2753752792,4.406688757,1.281864952,6.1,0.0
8015,CO,Chaffee,7.634906233,1.857557676,0.7069409676,1.113497077,2.181405254,6.1,0.0
8017,CO,Cheyenne,33.85905532,11.5543296,3.251941132,8.507603616,5.79391847,7.3,0.0
8019,CO,Clear Creek,13.89639105,2.375325375,2.157706561,2.122101937,1.736289917,6.8,0.0
8021,CO,Conejos,5.617444267,2.205977255,4.049014538,1.456233483,1.05281117,8.1,0.0
8023,CO,Costilla,99.94345096,55.34905971,8.861391683,20.86820538,22.9001135,8.7,0.0
8025,CO,Crowley,53.48494482,29.96930337,5.87836273,9.673218937,7.860586706,7.5,0.0
8027,CO,Custer,24.73748834,8.158253555,1.80932026,4.110449475,5.591197678,6.3,0.0
8029,CO,Delta,4.382813431,1.663196619,1.03206015,1.132083667,0.8231068223,7.0,0.0
8031,CO,Denver,14.2490877,6.376195427,1.647147526,3.717401345,1.264364632,6.3,0.0
8033,CO,Dolores,20.04194862,8.649281925,0.05698324304,4.061591397,2.690810781,6.9,0.0
8035,CO,Douglas,18.54246987,1.59331607,0.5546177695,5.571566235,1.312626434,5.5,0.0
8037,CO,Eagle,15.26727842,4.227529944,0.9385096129,3.836535154,0.8250249362,5.2,0.0
8039,CO,Elbert,27.67687657,6.536306182,1.246873569,7.245250969,3.099412021,6.6,0.0
8041,CO,El Paso,29.57901701,8.653838578,1.883312287,7.262939006,3.137797869,5.3,0.0
8043,CO,Fremont,31.82562507,10.35616431,1.725832968,5.490301869,5.953250196,7.6,0.0
8045,CO,Garfield,19.58082815,4.806646289,0.9039039349,5.848342168,1.233958196,5.7,0.0
8047,CO,Gilpin,0.0,0.0,3.542696829,0.0,0.0,6.5,0.0
8049,CO,Grand,19.41372924,4.283009632,1.42302674,5.040554202,1.631695576,5.6,0.0
8051,CO,Gunnison,12.04265603,2.137880033,1.157126577,1.926900275,2.005861227,6.1,0.0
8053,CO,Hinsdale,99.99977709,26.78930665,0.0,19.92882563,17.43750027,6.9,0.0
8055,CO,Huerfano,36.99060048,11.22841097,2.842819183,5.767611717,8.876718281,7.0,0.0
8057,CO,Jackson,27.42291929,8.090996465,2.091234871,4.743522746,5.924787089,7.4,0.0
8059,CO,Jefferson,24.25783103,4.30672421,0.8734761471,5.704991497,2.643391084,5.7,0.0
8061,CO,Kiowa,100.0000003,35.63486132,3.313630223,22.46065813,21.45922758,6.8,0.0
8063,CO,Kit Carson,26.05669242,8.40367353,1.302175894,6.683593902,4.474679782,6.9,0.0
8065,CO,Lake,69.94044728,26.53723473,4.004370393,17.84977971,6.53147883,5.4,0.0
