fips,state,county,slhouse07,slhouse12,ghveg_farms07,ghveg_farms12,ghveg_sqft07,ghveg_sqft12,ghveg_sqftpth07,ghveg_sqftpth12,pct_diabetes18,class
13179,GA,Liberty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,1.0
13181,GA,Lincoln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,1.0
13183,GA,Long,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,1.0
13185,GA,Lowndes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,1.0
13187,GA,Lumpkin,0.0,0.0,0.0,3.0,0.0,2001.0,0.0,65.16429479,7.3,0.0
13189,GA,McDuffie,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,1.0
13197,GA,Marion,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,1.0
13201,GA,Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
13205,GA,Mitchell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0
13207,GA,Monroe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,1.0
